Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
KLM Group;43;2021-10-29;708;701,4;2019-11-01;804;-11,94%;-15,81%;2020-10-30;452
KLM Group;43;2021-10-30;714;696,6;2019-11-02;680;5,00%;-12,87%;2020-10-31;388
KLM Group;43;2021-10-31;702;690,6;2019-11-03;766;-8,36%;-12,35%;2020-11-01;410
KLM Group;44;2021-11-01;658;681;2019-11-04;791;-16,81%;-12,39%;2020-11-02;419
KLM Group;44;2021-11-02;568;670,3;2019-11-05;767;-25,95%;-13,13%;2020-11-03;369
KLM Group;44;2021-11-03;591;662,6;2019-11-06;765;-22,75%;-13,78%;2020-11-04;392
KLM Group;44;2021-11-04;618;651,3;2019-11-07;796;-22,36%;-15,09%;2020-11-05;404
KLM Group;44;2021-11-05;662;644,7;2019-11-08;793;-16,52%;-15,77%;2020-11-06;441
KLM Group;44;2021-11-06;578;625,3;2019-11-09;677;-14,62%;-18,26%;2020-11-07;363
KLM Group;44;2021-11-07;642;616,7;2019-11-10;765;-16,08%;-19,37%;2020-11-08;400
KLM Group;45;2021-11-08;640;614,1;2019-11-11;792;-19,19%;-19,72%;2020-11-09;395
KLM Group;45;2021-11-09;554;612,1;2019-11-12;766;-27,68%;-19,97%;2020-11-10;323
KLM Group;45;2021-11-10;576;610;2019-11-13;763;-24,51%;-20,22%;2020-11-11;361
KLM Group;45;2021-11-11;597;607;2019-11-14;797;-25,09%;-20,62%;2020-11-12;358
KLM Group;45;2021-11-12;639;603,7;2019-11-15;789;-19,01%;-20,99%;2020-11-13;398
KLM Group;45;2021-11-13;563;601,6;2019-11-16;676;-16,72%;-21,26%;2020-11-14;337
KLM Group;45;2021-11-14;643;601,7;2019-11-17;764;-15,84%;-21,23%;2020-11-15;376
KLM Group;46;2021-11-15;639;601,6;2019-11-18;787;-18,81%;-21,17%;2020-11-16;360
KLM Group;46;2021-11-16;557;602;2019-11-19;769;-27,57%;-21,16%;2020-11-17;301
KLM Group;46;2021-11-17;578;602,3;2019-11-20;753;-23,24%;-20,97%;2020-11-18;297
KLM Group;46;2021-11-18;606;603,6;2019-11-21;804;-24,63%;-20,91%;2020-11-19;323
KLM Group;46;2021-11-19;637;603,3;2019-11-22;798;-20,18%;-21,08%;2020-11-20;355
KLM Group;46;2021-11-20;565;603,6;2019-11-23;677;-16,54%;-21,06%;2020-11-21;280
KLM Group;46;2021-11-21;625;601;2019-11-24;762;-17,98%;-21,36%;2020-11-22;309
KLM Group;47;2021-11-22;631;599,9;2019-11-25;779;-19,00%;-21,40%;2020-11-23;328
KLM Group;47;2021-11-23;553;599,3;2019-11-26;741;-25,37%;-21,06%;2020-11-24;263
KLM Group;47;2021-11-24;593;601,4;2019-11-27;735;-19,32%;-20,51%;2020-11-25;277
KLM Group;47;2021-11-25;608;601,7;2019-11-28;777;-21,75%;-20,06%;2020-11-26;282
KLM Group;47;2021-11-26;622;599,6;2019-11-29;774;-19,64%;-19,98%;2020-11-27;346
KLM Group;47;2021-11-27;547;597;2019-11-30;646;-15,33%;-19,85%;2020-11-28;278
KLM Group;47;2021-11-28;618;596;2019-12-01;746;-17,16%;-19,74%;2020-11-29;294
KLM Group;48;2021-11-29;595;590,9;2019-12-02;765;-22,22%;-20,22%;2020-11-30;332
KLM Group;48;2021-11-30;527;587,1;2019-12-03;740;-28,78%;-20,70%;2020-12-01;276
KLM Group;48;2021-12-01;545;580,3;2019-12-04;712;-23,46%;-21,28%;2020-12-02;268
KLM Group;48;2021-12-02;574;575,4;2019-12-05;734;-21,80%;-21,28%;2020-12-03;280
KLM Group;48;2021-12-03;592;571,1;2019-12-06;768;-22,92%;-21,78%;2020-12-04;335
KLM Group;48;2021-12-04;539;570;2019-12-07;653;-17,46%;-22,04%;2020-12-05;297
KLM Group;48;2021-12-05;594;566,6;2019-12-08;740;-19,73%;-22,42%;2020-12-06;295
KLM Group;49;2021-12-06;608;568,4;2019-12-09;773;-21,35%;-22,29%;2020-12-07;325
KLM Group;49;2021-12-07;550;571,7;2019-12-10;736;-25,27%;-21,77%;2020-12-08;289
KLM Group;49;2021-12-08;597;579,1;2019-12-11;743;-19,65%;-21,24%;2020-12-09;282
KLM Group;49;2021-12-09;619;585,6;2019-12-12;783;-20,95%;-21,11%;2020-12-10;315
KLM Group;49;2021-12-10;637;592;2019-12-13;780;-18,33%;-20,43%;2020-12-11;359
KLM Group;49;2021-12-11;566;595,9;2019-12-14;670;-15,52%;-20,17%;2020-12-12;335
KLM Group;49;2021-12-12;633;601,4;2019-12-15;747;-15,26%;-19,53%;2020-12-13;325
KLM Group;50;2021-12-13;642;606,3;2019-12-16;790;-18,73%;-19,15%;2020-12-14;350
KLM Group;50;2021-12-14;558;607,4;2019-12-17;779;-28,37%;-19,65%;2020-12-15;308
KLM Group;50;2021-12-15;592;606,7;2019-12-18;784;-24,49%;-20,36%;2020-12-16;332
KLM Group;50;2021-12-16;624;607,4;2019-12-19;810;-22,96%;-20,67%;2020-12-17;375
KLM Group;50;2021-12-17;680;613,6;2019-12-20;820;-17,07%;-20,46%;2020-12-18;427
KLM Group;50;2021-12-18;636;623,6;2019-12-21;731;-13,00%;-20,07%;2020-12-19;463
KLM Group;50;2021-12-19;687;631,3;2019-12-22;784;-12,37%;-19,63%;2020-12-20;457
KLM Group;51;2021-12-20;682;637;2019-12-23;781;-12,68%;-18,76%;2020-12-21;400
KLM Group;51;2021-12-21;645;649,4;2019-12-24;713;-9,54%;-16,17%;2020-12-22;355
KLM Group;51;2021-12-22;677;661,6;2019-12-25;670;1,04%;-12,77%;2020-12-23;397
KLM Group;51;2021-12-23;706;673,3;2019-12-26;750;-5,87%;-10,21%;2020-12-24;308
KLM Group;51;2021-12-24;652;669,3;2019-12-27;806;-19,11%;-10,51%;2020-12-25;274
KLM Group;51;2021-12-25;521;652,9;2019-12-28;733;-28,92%;-12,74%;2020-12-26;342
KLM Group;51;2021-12-26;635;645,4;2019-12-29;787;-19,31%;-13,78%;2020-12-27;400
KLM Group;52;2021-12-27;674;644,3;2019-12-30;789;-14,58%;-14,06%;2020-12-28;365
KLM Group;52;2021-12-28;650;645;2019-12-31;711;-8,58%;-13,93%;2020-12-29;335
KLM Group;52;2021-12-29;650;641,1;2020-01-01;742;-12,40%;-15,61%;2020-12-30;373
KLM Group;52;2021-12-30;662;634,9;2020-01-02;808;-18,07%;-17,34%;2020-12-31;281
KLM Group;52;2021-12-31;593;626,4;2020-01-03;817;-27,42%;-18,60%;2021-01-01;315
KLM Group;52;2022-01-01;543;629,6;2019-01-05;728;-25,41%;-18,12%;2021-01-02;431
KLM Group;52;2022-01-02;700;638,9;2019-01-06;790;-11,39%;-16,95%;2021-01-03;484
KLM Group;1;2022-01-03;710;644;2019-01-07;780;-8,97%;-16,15%;2021-01-04;462
KLM Group;1;2022-01-04;678;648;2019-01-08;463;46,44%;-11,54%;2021-01-05;386
KLM Group;1;2022-01-05;674;651,4;2019-01-09;755;-10,73%;-11,30%;2021-01-06;416
KLM Group;1;2022-01-06;704;657,4;2019-01-10;775;-9,16%;-9,91%;2021-01-07;385
KLM Group;1;2022-01-07;687;670,9;2019-01-11;768;-10,55%;-7,18%;2021-01-08;414
KLM Group;1;2022-01-08;659;687,4;2019-01-12;634;3,94%;-3,08%;2021-01-09;386
KLM Group;1;2022-01-09;679;684,4;2019-01-13;578;17,47%;0,80%;2021-01-10;423
KLM Group;2;2022-01-10;610;670,1;2019-01-14;753;-18,99%;-0,74%;2021-01-11;349
KLM Group;2;2022-01-11;547;651,4;2019-01-15;687;-20,38%;-7,88%;2021-01-12;298
KLM Group;2;2022-01-12;521;629,6;2019-01-16;727;-28,34%;-10,46%;2021-01-13;306
KLM Group;2;2022-01-13;563;609,4;2019-01-17;782;-28,01%;-13,45%;2021-01-14;312
KLM Group;2;2022-01-14;596;596,4;2019-01-18;760;-21,58%;-15,16%;2021-01-15;310
KLM Group;2;2022-01-15;534;578,6;2019-01-19;627;-14,83%;-17,58%;2021-01-16;285
KLM Group;2;2022-01-16;616;569,6;2019-01-20;739;-16,64%;-21,44%;2021-01-17;307
KLM Group;3;2022-01-17;572;564,1;2019-01-21;748;-23,53%;-22,11%;2021-01-18;274
KLM Group;3;2022-01-18;484;555,1;2019-01-22;695;-30,36%;-23,47%;2021-01-19;232
KLM Group;3;2022-01-19;517;554,6;2019-01-23;707;-26,87%;-23,25%;2021-01-20;259
KLM Group;3;2022-01-20;576;556,4;2019-01-24;766;-24,80%;-22,75%;2021-01-21;249
KLM Group;3;2022-01-21;587;555,1;2019-01-25;751;-21,84%;-22,79%;2021-01-22;313
KLM Group;3;2022-01-22;531;554,7;2019-01-26;624;-14,90%;-22,80%;2021-01-23;243
KLM Group;3;2022-01-23;624;555,9;2019-01-27;733;-14,87%;-22,55%;2021-01-24;266
KLM Group;4;2022-01-24;573;556;2019-01-28;747;-23,29%;-22,52%;2021-01-25;252
KLM Group;4;2022-01-25;460;552,6;2019-01-29;685;-32,85%;-22,84%;2021-01-26;209
KLM Group;4;2022-01-26;505;550,9;2019-01-30;669;-24,51%;-22,49%;2021-01-27;228
KLM Group;4;2022-01-27;558;548,3;2019-01-31;759;-26,48%;-22,75%;2021-01-28;217
Loganair;39;2021-10-01;203;165,6;2019-10-04;190;6,84%;0,35%;2020-10-02;160
Loganair;39;2021-10-02;104;164,4;2019-10-05;88;18,18%;-0,26%;2020-10-03;63
Loganair;39;2021-10-03;127;168,3;2019-10-06;112;13,39%;2,17%;2020-10-04;87
Loganair;40;2021-10-04;190;166,7;2019-10-07;197;-3,55%;1,21%;2020-10-05;147
Loganair;40;2021-10-05;179;166,6;2019-10-08;186;-3,76%;1,39%;2020-10-06;130
Loganair;40;2021-10-06;180;167,1;2019-10-09;189;-4,76%;1,04%;2020-10-07;122
Loganair;40;2021-10-07;194;168,1;2019-10-10;201;-3,48%;1,20%;2020-10-08;127
Loganair;40;2021-10-08;187;165,9;2019-10-11;179;4,47%;0,78%;2020-10-09;142
Loganair;40;2021-10-09;101;165,4;2019-10-12;82;23,17%;1,05%;2020-10-10;53
Loganair;40;2021-10-10;120;164,4;2019-10-13;113;6,19%;0,35%;2020-10-11;72
Loganair;41;2021-10-11;202;166,1;2019-10-14;193;4,66%;1,75%;2020-10-12;132
Loganair;41;2021-10-12;160;163,4;2019-10-15;189;-15,34%;-0,17%;2020-10-13;106
Loganair;41;2021-10-13;177;163;2019-10-16;179;-1,12%;0,44%;2020-10-14;115
Loganair;41;2021-10-14;182;161,3;2019-10-17;188;-3,19%;0,53%;2020-10-15;117
Loganair;41;2021-10-15;189;161,6;2019-10-18;181;4,42%;0,53%;2020-10-16;140
Loganair;41;2021-10-16;102;161,7;2019-10-19;85;20,00%;0,35%;2020-10-17;54
Loganair;41;2021-10-17;115;161;2019-10-20;110;4,55%;0,18%;2020-10-18;68
Loganair;42;2021-10-18;186;158,7;2019-10-21;200;-7,00%;-1,86%;2020-10-19;127
Loganair;42;2021-10-19;166;159,6;2019-10-22;174;-4,60%;0,00%;2020-10-20;112
Loganair;42;2021-10-20;182;160,3;2019-10-23;179;1,68%;0,45%;2020-10-21;111
Loganair;42;2021-10-21;183;160,4;2019-10-24;196;-6,63%;-0,18%;2020-10-22;106
Loganair;42;2021-10-22;195;161,3;2019-10-25;173;12,72%;1,07%;2020-10-23;128
Loganair;42;2021-10-23;102;161,3;2019-10-26;85;20,00%;1,07%;2020-10-24;46
Loganair;42;2021-10-24;125;162,7;2019-10-27;109;14,68%;2,06%;2020-10-25;60
Loganair;43;2021-10-25;199;164,6;2019-10-28;201;-1,00%;3,13%;2020-10-26;121
Loganair;43;2021-10-26;172;165,4;2019-10-29;183;-6,01%;2,84%;2020-10-27;100
Loganair;43;2021-10-27;178;164,9;2019-10-30;178;0,00%;2,58%;2020-10-28;100
Loganair;43;2021-10-28;178;164,1;2019-10-31;184;-3,26%;3,23%;2020-10-29;105
Loganair;43;2021-10-29;181;162,1;2019-11-01;179;1,12%;1,43%;2020-10-30;118
Loganair;43;2021-10-30;101;162;2019-11-02;49;106,12%;4,71%;2020-10-31;39
Loganair;43;2021-10-31;124;161,9;2019-11-03;112;10,71%;4,33%;2020-11-01;60
Loganair;44;2021-11-01;187;160,1;2019-11-04;193;-3,11%;3,99%;2020-11-02;117
Loganair;44;2021-11-02;171;160;2019-11-05;182;-6,04%;3,99%;2020-11-03;98
Loganair;44;2021-11-03;170;158,9;2019-11-06;178;-4,49%;3,25%;2020-11-04;98
Loganair;44;2021-11-04;195;161,3;2019-11-07;195;0,00%;3,77%;2020-11-05;100
Loganair;44;2021-11-05;184;161,7;2019-11-08;181;1,66%;3,85%;2020-11-06;104
Loganair;44;2021-11-06;65;156,6;2019-11-09;53;22,64%;0,18%;2020-11-07;34
Loganair;44;2021-11-07;111;154,7;2019-11-10;111;0,00%;-0,91%;2020-11-08;50
Loganair;45;2021-11-08;182;154;2019-11-11;197;-7,61%;-1,73%;2020-11-09;90
Loganair;45;2021-11-09;177;154,9;2019-11-12;183;-3,28%;-1,28%;2020-11-10;69
Loganair;45;2021-11-10;163;153,9;2019-11-13;182;-10,44%;-2,27%;2020-11-11;85
Loganair;45;2021-11-11;190;153,1;2019-11-14;189;0,53%;-2,19%;2020-11-12;96
Loganair;45;2021-11-12;193;154,4;2019-11-15;175;10,29%;-0,83%;2020-11-13;95
Loganair;45;2021-11-13;66;154,6;2019-11-16;47;40,43%;-0,18%;2020-11-14;43
Loganair;45;2021-11-14;109;154,3;2019-11-17;108;0,93%;-0,09%;2020-11-15;49
Loganair;46;2021-11-15;188;155,1;2019-11-18;194;-3,09%;0,74%;2020-11-16;87
Loganair;46;2021-11-16;168;153,9;2019-11-19;172;-2,33%;0,94%;2020-11-17;85
Loganair;46;2021-11-17;165;154,1;2019-11-20;172;-4,07%;2,08%;2020-11-18;83
Loganair;46;2021-11-18;185;153,4;2019-11-21;182;1,65%;2,29%;2020-11-19;96
Loganair;46;2021-11-19;186;152,4;2019-11-22;180;3,33%;1,14%;2020-11-20;104
Loganair;46;2021-11-20;69;152,9;2019-11-23;52;32,69%;0,94%;2020-11-21;39
Loganair;46;2021-11-21;116;153,9;2019-11-24;112;3,57%;1,22%;2020-11-22;36
Loganair;47;2021-11-22;199;155,4;2019-11-25;179;11,17%;3,72%;2020-11-23;88
Loganair;47;2021-11-23;168;155,4;2019-11-26;178;-5,62%;3,13%;2020-11-24;88
Loganair;47;2021-11-24;158;154,4;2019-11-27;175;-9,71%;2,17%;2020-11-25;86
Loganair;47;2021-11-25;197;156,1;2019-11-28;182;8,24%;3,31%;2020-11-26;84
Loganair;47;2021-11-26;106;144,7;2019-11-29;186;-43,01%;-4,79%;2020-11-27;100
Loganair;47;2021-11-27;55;142,7;2019-11-30;49;12,24%;-5,84%;2020-11-28;38
Loganair;47;2021-11-28;105;141,1;2019-12-01;98;7,14%;-5,64%;2020-11-29;38
Loganair;48;2021-11-29;189;139,7;2019-12-02;195;-3,08%;-8,00%;2020-11-30;97
Loganair;48;2021-11-30;163;139;2019-12-03;172;-5,23%;-7,95%;2020-12-01;86
Loganair;48;2021-12-01;159;139,1;2019-12-04;182;-12,64%;-8,46%;2020-12-02;90
Loganair;48;2021-12-02;186;137,6;2019-12-05;185;0,54%;-9,75%;2020-12-03;91
Loganair;48;2021-12-03;195;150,3;2019-12-06;183;6,56%;-1,13%;2020-12-04;95
Loganair;48;2021-12-04;74;153;2019-12-07;53;39,62%;0,28%;2020-12-05;39
Loganair;48;2021-12-05;121;155,3;2019-12-08;107;13,08%;0,93%;2020-12-06;42
Loganair;49;2021-12-06;188;155,1;2019-12-09;186;1,08%;1,69%;2020-12-07;100
Loganair;49;2021-12-07;138;151,6;2019-12-10;152;-9,21%;1,24%;2020-12-08;86
Loganair;49;2021-12-08;159;151,6;2019-12-11;161;-1,24%;3,31%;2020-12-09;94
Loganair;49;2021-12-09;172;149,6;2019-12-12;150;14,67%;5,54%;2020-12-10;90
Loganair;49;2021-12-10;190;148,9;2019-12-13;163;16,56%;7,20%;2020-12-11;111
Loganair;49;2021-12-11;66;147,7;2019-12-14;57;15,79%;5,94%;2020-12-12;43
Loganair;49;2021-12-12;117;147,1;2019-12-15;111;5,41%;5,10%;2020-12-13;64
Loganair;50;2021-12-13;191;147,6;2019-12-16;171;11,70%;7,05%;2020-12-14;109
Loganair;50;2021-12-14;167;151,7;2019-12-17;155;7,74%;9,71%;2020-12-15;88
Loganair;50;2021-12-15;164;152,4;2019-12-18;153;7,19%;11,15%;2020-12-16;102
Loganair;50;2021-12-16;184;154,1;2019-12-19;188;-2,13%;8,12%;2020-12-17;114
Loganair;50;2021-12-17;201;155,7;2019-12-20;181;11,05%;7,28%;2020-12-18;112
Loganair;50;2021-12-18;66;155,7;2019-12-21;91;-27,47%;3,81%;2020-12-19;44
Loganair;50;2021-12-19;90;151,9;2019-12-22;114;-21,05%;0,95%;2020-12-20;63
Loganair;51;2021-12-20;194;152,3;2019-12-23;158;22,78%;2,50%;2020-12-21;113
Loganair;51;2021-12-21;183;154,6;2019-12-24;75;144,00%;12,71%;2020-12-22;72
Loganair;51;2021-12-22;199;159,6;2019-12-25;1;;38,24%;2020-12-23;79
Loganair;51;2021-12-23;206;162,7;2019-12-26;46;;71,02%;2020-12-24;44
Loganair;51;2021-12-24;120;151,1;2019-12-27;162;-25,93%;63,52%;2020-12-25;0
Loganair;51;2021-12-25;0;141,7;2019-12-28;79;-100,00%;56,22%;2020-12-26;9
Loganair;51;2021-12-26;54;136,6;2019-12-29;113;-52,21%;50,79%;2020-12-27;28
Loganair;52;2021-12-27;99;123;2019-12-30;164;-39,63%;34,53%;2020-12-28;45
Loganair;52;2021-12-28;151;118,4;2019-12-31;84;79,76%;27,73%;2020-12-29;70
Loganair;52;2021-12-29;169;114,1;2020-01-01;4;;22,55%;2020-12-30;75
Loganair;52;2021-12-30;180;110,4;2020-01-02;80;125,00%;12,68%;2020-12-31;45
Loganair;52;2021-12-31;111;109,1;2020-01-03;156;-28,85%;12,35%;2021-01-01;6
Loganair;52;2022-01-01;0;109,1;2019-01-05;50;-100,00%;17,36%;2021-01-02;12
Loganair;52;2022-01-02;83;113,3;2019-01-06;60;38,33%;32,61%;2021-01-03;29
Loganair;1;2022-01-03;105;114,1;2019-01-07;106;-0,94%;47,96%;2021-01-04;63
Loganair;1;2022-01-04;141;112,7;2019-01-08;115;22,61%;38,18%;2021-01-05;66
Loganair;1;2022-01-05;145;109,3;2019-01-09;109;33,03%;13,17%;2021-01-06;68
Loganair;1;2022-01-06;141;103,7;2019-01-10;115;22,61%;2,11%;2021-01-07;67
Loganair;1;2022-01-07;160;110,7;2019-01-11;123;30,08%;14,31%;2021-01-08;68
Loganair;1;2022-01-08;64;119,9;2019-01-12;45;42,22%;24,67%;2021-01-09;35
Loganair;1;2022-01-09;102;122,6;2019-01-13;66;54,55%;26,36%;2021-01-10;23
Loganair;2;2022-01-10;162;130,7;2019-01-14;114;42,11%;33,19%;2021-01-11;66
Loganair;2;2022-01-11;128;128,9;2019-01-15;114;12,28%;31,49%;2021-01-12;67
Loganair;2;2022-01-12;117;124,9;2019-01-16;109;7,34%;27,41%;2021-01-13;72
Loganair;2;2022-01-13;132;123,6;2019-01-17;117;12,82%;25,73%;2021-01-14;76
Loganair;2;2022-01-14;157;123,1;2019-01-18;112;40,18%;27,33%;2021-01-15;71
Loganair;2;2022-01-15;67;123,6;2019-01-19;45;48,89%;27,77%;2021-01-16;34
Loganair;2;2022-01-16;97;122,9;2019-01-20;58;67,24%;28,55%;2021-01-17;26
Loganair;3;2022-01-17;126;117,7;2019-01-21;124;1,61%;21,35%;2021-01-18;65
Loganair;3;2022-01-18;115;115,9;2019-01-22;114;0,88%;19,44%;2021-01-19;63
Loganair;3;2022-01-19;115;115,6;2019-01-23;112;2,68%;18,62%;2021-01-20;68
Loganair;3;2022-01-20;118;113,6;2019-01-24;124;-4,84%;15,38%;2021-01-21;61
Loganair;3;2022-01-21;141;111,3;2019-01-25;126;11,90%;10,81%;2021-01-22;64
Loganair;3;2022-01-22;52;109,1;2019-01-26;52;0,00%;7,61%;2021-01-23;36
Loganair;3;2022-01-23;79;106,6;2019-01-27;61;29,51%;4,63%;2021-01-24;26
Loganair;4;2022-01-24;137;108,1;2019-01-28;126;8,73%;5,87%;2021-01-25;67
Loganair;4;2022-01-25;115;108,1;2019-01-29;113;1,77%;6,02%;2021-01-26;67
Loganair;4;2022-01-26;103;106,4;2019-01-30;111;-7,21%;4,49%;2021-01-27;66
Loganair;4;2022-01-27;131;108,3;2019-01-31;129;1,55%;5,57%;2021-01-28;80
LOT;39;2021-10-01;251;223,3;2019-10-04;398;-36,93%;-42,22%;2020-10-02;148
LOT;39;2021-10-02;168;221,9;2019-10-05;336;-50,00%;-42,33%;2020-10-03;105
LOT;39;2021-10-03;186;218,6;2019-10-06;354;-47,46%;-43,02%;2020-10-04;124
LOT;40;2021-10-04;231;215,9;2019-10-07;409;-43,52%;-43,58%;2020-10-05;144
LOT;40;2021-10-05;184;214;2019-10-08;397;-53,65%;-44,17%;2020-10-06;117
LOT;40;2021-10-06;217;212,7;2019-10-09;386;-43,78%;-44,38%;2020-10-07;122
LOT;40;2021-10-07;231;209,7;2019-10-10;402;-42,54%;-45,26%;2020-10-08;136
LOT;40;2021-10-08;244;208,7;2019-10-11;401;-39,15%;-45,59%;2020-10-09;138
LOT;40;2021-10-09;152;206,4;2019-10-12;324;-53,09%;-45,94%;2020-10-10;106
LOT;40;2021-10-10;176;205;2019-10-13;351;-49,86%;-46,25%;2020-10-11;126
LOT;41;2021-10-11;230;204,9;2019-10-14;399;-42,36%;-46,09%;2020-10-12;139
LOT;41;2021-10-12;182;204,6;2019-10-15;392;-53,57%;-46,06%;2020-10-13;118
LOT;41;2021-10-13;215;204,3;2019-10-16;375;-42,67%;-45,92%;2020-10-14;124
LOT;41;2021-10-14;230;204,1;2019-10-17;398;-42,21%;-45,87%;2020-10-15;134
LOT;41;2021-10-15;240;203,6;2019-10-18;399;-39,85%;-45,98%;2020-10-16;142
LOT;41;2021-10-16;151;203,4;2019-10-19;328;-53,96%;-46,10%;2020-10-17;102
LOT;41;2021-10-17;175;203,3;2019-10-20;348;-49,71%;-46,08%;2020-10-18;126
LOT;42;2021-10-18;228;203;2019-10-21;402;-43,28%;-46,21%;2020-10-19;141
LOT;42;2021-10-19;181;202,9;2019-10-22;390;-53,59%;-46,21%;2020-10-20;110
LOT;42;2021-10-20;211;202,3;2019-10-23;379;-44,33%;-46,44%;2020-10-21;119
LOT;42;2021-10-21;227;201,9;2019-10-24;387;-41,34%;-46,33%;2020-10-22;133
LOT;42;2021-10-22;246;202,7;2019-10-25;387;-36,43%;-45,86%;2020-10-23;140
LOT;42;2021-10-23;152;202,9;2019-10-26;314;-51,59%;-45,53%;2020-10-24;100
LOT;42;2021-10-24;170;202,1;2019-10-27;310;-45,16%;-44,92%;2020-10-25;112
LOT;43;2021-10-25;233;202,9;2019-10-28;383;-39,16%;-44,31%;2020-10-26;146
LOT;43;2021-10-26;174;201,9;2019-10-29;375;-53,60%;-44,26%;2020-10-27;107
LOT;43;2021-10-27;217;202,7;2019-10-30;377;-42,44%;-43,98%;2020-10-28;133
LOT;43;2021-10-28;229;203;2019-10-31;380;-39,74%;-43,75%;2020-10-29;107
LOT;43;2021-10-29;233;201,1;2019-11-01;380;-38,68%;-44,10%;2020-10-30;122
LOT;43;2021-10-30;140;199,4;2019-11-02;305;-54,10%;-44,38%;2020-10-31;93
LOT;43;2021-10-31;179;200,7;2019-11-03;319;-43,89%;-44,22%;2020-11-01;112
LOT;44;2021-11-01;241;201,9;2019-11-04;386;-37,56%;-43,97%;2020-11-02;152
LOT;44;2021-11-02;202;205,9;2019-11-05;375;-46,13%;-42,86%;2020-11-03;104
LOT;44;2021-11-03;236;208,6;2019-11-06;380;-37,89%;-42,18%;2020-11-04;123
LOT;44;2021-11-04;242;210,4;2019-11-07;381;-36,48%;-41,69%;2020-11-05;104
LOT;44;2021-11-05;235;210,7;2019-11-08;381;-38,32%;-41,63%;2020-11-06;122
LOT;44;2021-11-06;179;216,3;2019-11-09;311;-42,44%;-40,23%;2020-11-07;87
LOT;44;2021-11-07;197;218,9;2019-11-10;310;-36,45%;-39,30%;2020-11-08;110
LOT;45;2021-11-08;241;218,9;2019-11-11;377;-36,07%;-39,09%;2020-11-09;140
LOT;45;2021-11-09;201;218,7;2019-11-12;373;-46,11%;-39,08%;2020-11-10;94
LOT;45;2021-11-10;228;217,6;2019-11-13;371;-38,54%;-39,18%;2020-11-11;106
LOT;45;2021-11-11;240;217,3;2019-11-14;382;-37,17%;-39,28%;2020-11-12;111
LOT;45;2021-11-12;232;216,9;2019-11-15;387;-40,05%;-39,55%;2020-11-13;118
LOT;45;2021-11-13;180;217;2019-11-16;309;-41,75%;-39,46%;2020-11-14;61
LOT;45;2021-11-14;192;216,3;2019-11-17;314;-38,85%;-39,75%;2020-11-15;105
LOT;46;2021-11-15;239;216;2019-11-18;384;-37,76%;-40,00%;2020-11-16;133
LOT;46;2021-11-16;197;215,4;2019-11-19;376;-47,61%;-40,23%;2020-11-17;48
LOT;46;2021-11-17;226;215,1;2019-11-20;372;-39,25%;-40,33%;2020-11-18;107
LOT;46;2021-11-18;240;215,1;2019-11-21;378;-36,51%;-40,24%;2020-11-19;102
LOT;46;2021-11-19;231;215;2019-11-22;386;-40,16%;-40,25%;2020-11-20;112
LOT;46;2021-11-20;170;213,6;2019-11-23;307;-44,63%;-40,60%;2020-11-21;47
LOT;46;2021-11-21;189;213,1;2019-11-24;317;-40,38%;-40,79%;2020-11-22;104
LOT;47;2021-11-22;241;213,4;2019-11-25;387;-37,73%;-40,78%;2020-11-23;124
LOT;47;2021-11-23;198;213,6;2019-11-26;369;-46,34%;-40,58%;2020-11-24;39
LOT;47;2021-11-24;230;214,1;2019-11-27;380;-39,47%;-40,61%;2020-11-25;96
LOT;47;2021-11-25;239;214;2019-11-28;368;-35,05%;-40,41%;2020-11-26;98
LOT;47;2021-11-26;236;214,7;2019-11-29;374;-36,90%;-39,93%;2020-11-27;107
LOT;47;2021-11-27;171;214,9;2019-11-30;313;-45,37%;-40,03%;2020-11-28;50
LOT;47;2021-11-28;190;215;2019-12-01;315;-39,68%;-39,94%;2020-11-29;90
LOT;48;2021-11-29;239;214,7;2019-12-02;384;-37,76%;-39,95%;2020-11-30;116
LOT;48;2021-11-30;192;213,9;2019-12-03;371;-48,25%;-40,24%;2020-12-01;30
LOT;48;2021-12-01;221;212,6;2019-12-04;379;-41,69%;-40,58%;2020-12-02;92
LOT;48;2021-12-02;233;211,7;2019-12-05;381;-38,85%;-41,12%;2020-12-03;98
LOT;48;2021-12-03;229;210,7;2019-12-06;387;-40,83%;-41,70%;2020-12-04;106
LOT;48;2021-12-04;172;210,9;2019-12-07;309;-44,34%;-41,57%;2020-12-05;54
LOT;48;2021-12-05;190;210,9;2019-12-08;321;-40,81%;-41,71%;2020-12-06;94
LOT;49;2021-12-06;234;210,1;2019-12-09;381;-38,58%;-41,83%;2020-12-07;114
LOT;49;2021-12-07;198;211;2019-12-10;372;-46,77%;-41,62%;2020-12-08;36
LOT;49;2021-12-08;227;211,9;2019-12-11;382;-40,58%;-41,45%;2020-12-09;103
LOT;49;2021-12-09;237;212,4;2019-12-12;377;-37,14%;-41,20%;2020-12-10;97
LOT;49;2021-12-10;237;213,6;2019-12-13;379;-37,47%;-40,70%;2020-12-11;111
LOT;49;2021-12-11;173;213,7;2019-12-14;312;-44,55%;-40,73%;2020-12-12;75
LOT;49;2021-12-12;193;214,1;2019-12-15;320;-39,69%;-40,59%;2020-12-13;97
